#{"t_start": 1763548504.707388, "env_id": "HealthcareEnv-v0"}
r,l,t
1650.0,90,0.309409
2465.0,88,0.44131
2365.0,90,0.59373
1210.0,84,0.783506
-55.0,90,0.954879
3235.0,90,1.102495
1840.0,90,1.346747
2240.0,90,1.484979
105.0,90,1.632617
1265.0,90,1.772315
1325.0,90,2.019514
585.0,90,2.16783
2300.0,90,2.320812
-4190.0,87,2.520235
2245.0,90,2.665652
155.0,90,2.809113
1365.0,90,2.969032
-765.0,90,3.118927
1590.0,90,3.262259
1990.0,90,3.425343
355.0,80,3.610832
20.0,90,3.74939
1185.0,90,8.50948
1800.0,82,8.74137
590.0,82,8.865528
2335.0,90,9.028856
1050.0,90,9.187676
1825.0,90,9.360204
580.0,90,9.602822
3040.0,90,9.764429
2195.0,90,9.89448
3705.0,77,10.043139
2595.0,90,10.184396
2250.0,90,10.32931
3205.0,90,10.471744
3455.0,90,10.802987
1275.0,90,10.930027
365.0,90,11.092471
3975.0,90,11.244767
2820.0,90,11.41399
3045.0,90,11.568818
1865.0,90,11.732569
-150.0,90,11.948494
260.0,79,12.111579
3300.0,90,12.230196
2085.0,90,12.381723
3615.0,90,17.170999
2320.0,90,17.311585
1415.0,90,17.44574
1145.0,90,17.608679
1535.0,90,17.804025
3465.0,90,17.973535
1625.0,78,18.107307
4600.0,90,18.247161
1835.0,90,18.3755
3805.0,90,18.525531
4165.0,90,19.315335
3825.0,90,19.460559
3840.0,90,19.616488
3955.0,90,19.790457
835.0,90,19.945425
3715.0,89,20.135718
3115.0,89,20.308751
2570.0,88,20.460044
4010.0,90,20.670661
1960.0,90,20.899027
4195.0,90,21.070751
2530.0,90,21.270007
4315.0,86,21.442827
2630.0,87,26.426572
4705.0,90,26.59147
3945.0,90,26.738991
4035.0,90,26.893895
3505.0,90,27.025629
4090.0,90,27.211065
4810.0,90,27.371668
2635.0,79,27.491275
4845.0,90,27.641092
4755.0,90,27.81003
3250.0,87,27.970366
2235.0,79,28.12735
4425.0,90,28.289887
760.0,83,28.478036
3400.0,90,28.62798
2855.0,90,28.758134
2130.0,90,28.944642
5155.0,87,29.0782
3745.0,86,29.208057
3410.0,90,29.395582
4940.0,85,29.580838
2670.0,90,29.733558
5650.0,90,29.887733
5315.0,90,34.80921
4285.0,90,34.964311
4810.0,89,35.12729
6460.0,90,35.28594
4265.0,90,35.483881
5130.0,90,35.631173
4145.0,90,35.755739
5265.0,90,35.915422
5355.0,90,36.069132
4505.0,90,36.231075
3585.0,90,36.404796
4495.0,90,36.56797
5635.0,90,36.75739
4030.0,90,36.893937
2250.0,89,37.040537
4275.0,90,37.19783
5265.0,90,37.345664
4285.0,89,37.616149
6205.0,90,37.781411
4595.0,90,37.960587
5340.0,90,38.92098
5430.0,90,39.106446
2035.0,90,39.246576
3525.0,90,44.065716
6400.0,90,44.219917
6840.0,90,44.360792
6545.0,90,44.511169
5890.0,90,44.6695
4615.0,90,44.81372
5505.0,90,44.992154
4975.0,90,45.133614
4635.0,83,45.276417
5335.0,90,45.407235
5000.0,90,45.569182
4820.0,90,45.751981
6565.0,90,45.931912
2825.0,90,46.148542
6100.0,90,46.309925
4775.0,87,46.484587
5870.0,85,46.74146
6105.0,90,46.893818
5825.0,90,47.069679
5785.0,90,47.291702
4285.0,90,47.442118
5580.0,90,47.588718
4355.0,90,47.746896
6590.0,90,52.791145
6295.0,90,52.929954
6960.0,90,53.115497
5760.0,90,53.282825
6480.0,90,53.433427
7380.0,90,53.587088
5530.0,90,53.723095
6720.0,90,53.898155
4400.0,90,54.065438
6745.0,90,54.257338
6425.0,90,54.440965
6915.0,90,54.593231
5650.0,90,54.771055
7420.0,90,55.06476
5430.0,90,55.228766
6710.0,90,55.442678
5785.0,90,55.62287
5265.0,90,55.773155
6875.0,90,55.923516
5530.0,90,56.068202
6030.0,90,56.20015
4190.0,90,56.328404
6780.0,88,60.900655
6630.0,90,61.120695
7675.0,90,61.280613
7490.0,90,61.503426
5915.0,90,61.640991
5210.0,90,61.778798
7850.0,90,61.912402
5120.0,90,62.040929
7435.0,90,63.039366
5390.0,90,63.183911
5825.0,90,63.315808
6880.0,90,63.490377
6910.0,90,63.636701
7410.0,90,63.82643
6850.0,90,63.981825
7035.0,90,64.175661
7300.0,90,64.39074
6590.0,90,64.625859
7005.0,90,64.827852
6085.0,90,65.022663
6405.0,90,65.173859
6130.0,90,65.309563
5550.0,90,65.445747
6935.0,90,70.127715
5495.0,90,70.321513
6520.0,90,70.453361
5935.0,90,70.603084
7335.0,90,70.776931
5530.0,90,70.941381
8205.0,90,71.085769
7235.0,90,71.242118
9025.0,90,71.45716
6990.0,90,71.626497
7710.0,90,71.787637
6755.0,90,71.999782
7125.0,90,72.146955
6845.0,90,72.295722
7350.0,90,72.430249
7895.0,90,72.613476
8195.0,90,72.792043
7515.0,90,73.000196
6550.0,90,73.205487
6545.0,90,73.33283
6885.0,90,73.463491
7170.0,90,73.651754
6785.0,90,73.847441
7495.0,90,78.254297
7100.0,90,78.410038
8505.0,90,78.531469
7900.0,90,78.670396
8075.0,90,78.814291
7225.0,90,79.019217
6625.0,90,79.167101
8125.0,90,79.326089
4570.0,90,79.444506
9155.0,90,79.628348
8450.0,90,79.785118
8425.0,90,79.940846
7260.0,90,80.131785
7150.0,90,80.309155
8405.0,90,80.450425
8420.0,90,80.599443
7880.0,90,80.756086
7785.0,90,81.659866
6890.0,90,81.790543
7210.0,90,81.949811
8345.0,90,82.096195
6540.0,90,82.239663
8655.0,90,82.433818
6115.0,90,87.230122
6845.0,90,87.408961
7400.0,90,87.568889
9105.0,90,87.715579
7290.0,90,87.873998
8965.0,90,88.063173
6565.0,90,88.200684
8520.0,90,88.36812
7250.0,90,88.557121
6450.0,90,88.718261
6565.0,90,88.911532
5880.0,90,89.097246
8545.0,90,89.233012
5370.0,90,89.381918
8030.0,90,89.585067
5940.0,90,89.775434
6980.0,90,89.907079
8655.0,90,90.042337
8860.0,90,90.227258
8435.0,90,90.367224
6805.0,90,90.49631
7160.0,90,90.669426
5040.0,90,95.235389
8320.0,90,95.421184
8550.0,90,95.610135
7255.0,90,95.828861
8300.0,90,95.966394
6945.0,90,96.128632
8760.0,90,96.292678
8105.0,90,96.428432
7135.0,90,96.617346
8435.0,90,96.778949
8650.0,90,96.96326
7330.0,90,97.165194
8245.0,90,97.376031
9410.0,90,97.562289
7490.0,90,97.776909
7680.0,90,97.982041
10400.0,90,98.124654
8130.0,90,98.335041
7700.0,90,98.497452
7375.0,90,98.636461
7245.0,90,98.810264
8545.0,90,98.988879
8830.0,90,99.158738
9260.0,90,103.855613
8060.0,90,104.048132
7795.0,90,104.203593
9775.0,90,104.379904
7535.0,90,104.542324
8035.0,90,105.352439
7630.0,90,105.508697
8455.0,90,105.650203
7860.0,90,105.782952
7880.0,90,105.97532
6855.0,90,106.159446
7305.0,90,106.30693
8190.0,90,106.451522
8535.0,90,106.669716
8730.0,90,106.886717
7465.0,90,107.044524
8375.0,90,107.251463
7965.0,90,107.411194
7100.0,90,107.609875
7060.0,90,107.80693
7775.0,90,107.968285
8520.0,90,108.112858
6960.0,90,108.277785
8145.0,90,113.278306
8865.0,90,113.477071
9610.0,90,113.640712
8530.0,90,113.810066
8895.0,90,113.954257
8365.0,90,114.131379
9820.0,90,114.362897
9170.0,90,114.568897
10190.0,90,114.806409
9160.0,90,114.993204
8390.0,90,115.211988
8380.0,90,115.429226
8475.0,90,115.641306
7510.0,90,115.840925
9845.0,90,116.014732
8505.0,90,116.242252
8360.0,90,116.451953
8115.0,90,116.653867
8405.0,90,116.868316
9190.0,90,117.038083
9535.0,90,117.214983
8500.0,90,117.373392
8345.0,90,117.557753
7690.0,90,122.845013
9675.0,90,123.041724
7100.0,90,123.22955
7705.0,90,123.408695
7985.0,90,123.608618
8055.0,90,123.824321
7005.0,90,124.044645
7770.0,90,124.230214
9170.0,90,124.432486
8065.0,90,124.601605
6535.0,90,124.780914
9745.0,90,124.985061
7710.0,90,125.213424
7995.0,90,125.416954
8150.0,90,126.619378
7905.0,90,126.82136
8655.0,90,127.010599
6965.0,90,127.174828
7890.0,90,127.373681
7480.0,90,127.583286
9010.0,90,127.770715
8965.0,90,127.993839
8225.0,90,132.853927
7790.0,90,133.111032
7845.0,90,133.329652
7830.0,90,133.580614
6830.0,90,133.804118
6305.0,90,134.06898
7385.0,90,134.261321
7750.0,90,134.467926
8715.0,90,134.699372
7110.0,90,134.885839
6060.0,90,135.069415
7575.0,90,135.268874
9355.0,90,135.475376
9420.0,90,135.664036
9585.0,90,135.878201
7965.0,90,136.041814
9470.0,90,136.215857
9150.0,90,136.412566
9220.0,90,136.600072
7945.0,90,136.777888
7330.0,90,137.012102
7585.0,90,137.201887
7575.0,90,137.382223
8360.0,90,142.397807
7445.0,90,142.643797
7545.0,90,142.836313
9030.0,90,143.041215
8545.0,90,143.231709
8085.0,90,143.425241
10400.0,90,143.588513
9540.0,90,143.773494
8490.0,90,144.013115
8705.0,90,144.211884
8645.0,90,144.37948
6865.0,90,144.543382
7520.0,90,144.737141
6805.0,90,144.911387
9665.0,90,145.116958
7060.0,90,145.317386
7260.0,90,145.505121
8720.0,90,145.658487
8405.0,90,145.857071
7830.0,90,146.038015
9615.0,90,146.197764
8205.0,90,146.42158
7855.0,90,146.623657
9080.0,90,151.653951
7645.0,90,151.881611
7785.0,90,152.906797
9795.0,90,153.098146
6925.0,90,153.28095
9790.0,90,153.540867
6370.0,90,153.715189
8940.0,90,153.910125
8635.0,90,154.149318
8375.0,90,154.387991
8510.0,90,154.664378
9280.0,90,154.883332
8030.0,90,155.077222
8395.0,90,155.27071
10185.0,90,155.4578
8565.0,90,155.646259
8390.0,90,155.863626
