#{"t_start": 1763551091.7158413, "env_id": "HealthcareEnv-v0"}
r,l,t
1100.0,90,0.996633
2550.0,90,1.460773
2635.0,90,2.245728
3820.0,90,2.601876
2690.0,90,3.071007
5425.0,90,3.455805
6380.0,90,3.87589
6980.0,90,4.355713
6830.0,90,4.738357
7300.0,90,5.187315
7750.0,90,5.630389
6705.0,90,6.124551
8600.0,90,6.572686
7725.0,90,7.250842
8320.0,90,7.785151
7290.0,90,8.382312
8285.0,90,8.806287
8120.0,90,9.28581
7190.0,90,9.738242
6625.0,90,10.182386
7795.0,90,10.657127
9275.0,90,11.103298
7830.0,90,11.606483
7295.0,90,12.135545
8720.0,90,12.651218
8770.0,90,13.042615
8920.0,90,13.533243
7875.0,90,13.932669
7780.0,90,14.523728
8205.0,90,15.038732
7960.0,90,15.411193
8755.0,90,15.927263
8610.0,90,16.322494
6410.0,90,16.704988
6390.0,90,17.146361
8005.0,90,17.668101
8120.0,90,18.235005
9705.0,90,18.632399
8095.0,90,19.196074
8670.0,90,19.672536
7225.0,90,20.107381
8165.0,90,20.587341
8030.0,90,21.247829
9520.0,90,21.882079
7850.0,90,22.323305
7985.0,90,22.830691
8925.0,90,23.234242
9595.0,90,23.664608
8420.0,90,24.188051
6985.0,90,24.553653
7140.0,90,24.95576
8455.0,90,25.47463
7875.0,90,25.935323
8840.0,90,26.449878
8320.0,90,26.821671
7860.0,90,28.078999
7920.0,90,28.665986
7725.0,90,29.024659
7855.0,90,29.443004
7755.0,90,29.967875
8660.0,90,30.473825
6255.0,90,31.015844
8590.0,90,31.723271
7715.0,90,32.82693
7525.0,90,33.705473
6695.0,90,34.465337
7775.0,90,35.054003
8025.0,90,35.697267
9350.0,90,36.253413
9160.0,90,36.801173
8720.0,90,37.254888
7425.0,90,37.727063
8570.0,90,38.282422
10380.0,90,38.770846
7910.0,90,39.447623
7015.0,90,39.858014
9170.0,90,40.29513
7710.0,90,40.73331
9200.0,90,41.223441
7585.0,90,41.670563
7850.0,90,42.238842
7510.0,90,43.438147
8380.0,90,44.253242
7705.0,90,44.720834
8560.0,90,45.171787
8170.0,90,45.586015
6775.0,90,45.984086
8540.0,90,46.364047
8100.0,90,47.367158
7670.0,90,47.87099
6735.0,90,48.324303
9415.0,90,48.795483
6810.0,90,49.286019
6920.0,90,49.710868
8130.0,90,50.125273
7675.0,90,50.551305
9980.0,90,51.007031
9035.0,90,51.641743
7180.0,90,52.210133
7935.0,90,52.889772
9555.0,90,53.400661
8215.0,90,53.805891
8260.0,90,54.216921
6705.0,90,54.617119
9080.0,90,55.048845
7495.0,90,55.478724
9570.0,90,55.926996
7460.0,90,56.389818
8970.0,90,56.954953
9570.0,90,57.414762
7440.0,90,57.874685
8595.0,90,59.93638
8665.0,90,60.415806
9705.0,90,60.795954
