#{"t_start": 1763550052.7512815, "env_id": "HealthcareEnv-v0"}
r,l,t
3775.0,84,2.995054
5430.0,90,3.383898
7405.0,90,3.805596
6420.0,90,4.164496
6480.0,90,4.555695
7385.0,90,4.997856
7925.0,90,5.395285
8520.0,90,5.786921
7475.0,90,6.179856
8980.0,90,6.600838
6860.0,90,7.177001
8490.0,90,7.665618
9340.0,90,8.069492
7910.0,90,8.474889
7335.0,90,8.849301
9390.0,90,9.20182
8505.0,90,9.63745
8465.0,90,10.081518
10060.0,90,10.463386
7770.0,90,10.891469
7830.0,90,11.26689
8270.0,90,11.662987
5610.0,90,12.09535
7675.0,90,12.539109
9460.0,90,12.952495
8490.0,90,13.368607
8965.0,90,13.748269
8610.0,90,14.151234
8675.0,90,14.564766
6580.0,90,14.934754
7440.0,90,15.305997
8500.0,90,15.712785
7045.0,90,16.087952
10660.0,90,16.479894
7150.0,90,16.889665
6950.0,90,17.270123
8025.0,90,17.674049
7250.0,90,18.143539
8190.0,90,18.584213
8450.0,90,18.961821
6435.0,90,19.344379
7680.0,90,19.701545
7665.0,90,20.068548
8745.0,90,20.470068
6065.0,90,20.851501
6075.0,90,21.246874
7960.0,90,21.631837
6895.0,90,22.009603
8095.0,90,22.441278
9845.0,90,22.861442
9340.0,90,23.303891
7740.0,90,23.744463
10120.0,90,24.264123
8230.0,90,24.669059
6475.0,90,25.079971
8525.0,90,25.917018
8510.0,90,26.276044
6910.0,90,26.691584
6600.0,90,27.072368
8735.0,90,27.505059
7885.0,90,27.891067
9390.0,90,28.297006
7690.0,90,28.694953
7370.0,90,29.106698
8790.0,90,29.558707
8535.0,90,29.992382
8635.0,90,30.362857
9270.0,90,30.763218
4630.0,90,31.166375
8550.0,90,31.518293
8255.0,90,31.904988
7930.0,90,32.30835
8090.0,90,32.724792
7645.0,90,33.089463
8110.0,90,33.503208
7465.0,90,33.880293
9760.0,90,34.263628
8250.0,90,34.727437
8890.0,90,35.149342
7990.0,90,35.583019
7990.0,90,35.972733
8120.0,90,36.331175
9945.0,90,36.677808
8000.0,90,37.116539
8790.0,90,37.547369
9845.0,90,37.907604
9280.0,90,38.286011
7990.0,90,38.646261
8390.0,90,39.027844
6860.0,90,39.420268
8890.0,90,39.764608
7720.0,90,40.190602
8870.0,90,40.666696
9310.0,90,41.052713
8445.0,90,41.502314
9455.0,90,41.886133
8195.0,90,42.232335
9250.0,90,42.590612
8910.0,90,42.95908
8185.0,90,43.308283
8800.0,90,43.677767
9850.0,90,44.023817
9610.0,90,44.381183
9545.0,90,44.75529
10420.0,90,45.115142
8570.0,90,45.583462
8305.0,90,46.067528
8315.0,90,46.497381
9950.0,90,46.876722
8655.0,90,47.259275
7870.0,90,47.646392
6620.0,90,48.363882
7505.0,90,48.81351
9400.0,90,49.226868
8070.0,90,49.609158
8330.0,90,49.992656
8535.0,90,50.354232
8735.0,90,50.71104
8150.0,87,51.049906
8525.0,90,51.468486
10020.0,90,51.890604
8285.0,90,52.253245
6010.0,90,52.663045
9865.0,90,53.000513
6120.0,75,53.303415
7610.0,90,53.686499
8935.0,90,54.116322
8470.0,90,54.487228
6315.0,90,54.933767
8890.0,90,55.316082
7235.0,87,55.697586
9420.0,90,56.128083
9140.0,90,56.501098
9995.0,90,56.917336
8620.0,90,57.427796
8215.0,90,57.838061
11010.0,90,58.280845
8700.0,90,58.694036
6500.0,90,59.086474
7840.0,90,59.43802
8145.0,90,59.804024
8535.0,90,60.149568
8390.0,90,60.505857
7050.0,90,60.887161
10210.0,90,61.287418
6220.0,90,61.657573
8600.0,90,62.065407
10130.0,90,62.439616
8680.0,90,62.870211
9585.0,90,63.233391
8550.0,90,63.603454
9560.0,90,63.970253
9140.0,90,64.339826
8940.0,90,64.686363
7840.0,90,65.032091
9050.0,90,65.483369
6520.0,90,65.830091
9710.0,90,66.154521
7570.0,90,66.501071
8565.0,90,66.896789
8800.0,90,67.240345
9030.0,90,67.597137
9490.0,90,67.972374
9170.0,90,68.369171
8580.0,90,68.72726
9825.0,90,69.120021
5970.0,75,69.393025
8035.0,86,70.031091
9820.0,86,70.387289
9075.0,90,70.73162
8415.0,90,71.124238
9825.0,90,71.581777
6910.0,76,71.935974
8715.0,90,72.263685
9645.0,90,72.649372
8760.0,90,73.011872
8420.0,90,73.340007
10130.0,90,73.709109
9040.0,90,74.102941
8785.0,90,74.43172
8680.0,90,74.782369
9320.0,90,75.186928
10840.0,90,75.551204
9660.0,90,75.897137
9550.0,90,76.289247
8955.0,85,76.62896
8800.0,90,77.080538
9130.0,90,77.4689
8770.0,90,77.821897
9720.0,90,78.207573
8510.0,90,78.573624
8270.0,87,78.889719
8640.0,90,79.228784
8890.0,90,79.617588
9060.0,90,79.965551
9040.0,90,80.323448
9550.0,90,80.658936
9490.0,90,81.039098
9550.0,90,81.365661
8190.0,90,81.714746
8420.0,90,82.107177
7090.0,90,82.547436
8090.0,90,82.930407
9770.0,88,83.303324
10490.0,90,83.664673
5815.0,71,83.930425
7645.0,90,84.35984
10040.0,90,84.71603
9115.0,90,85.051701
8870.0,90,85.38571
9270.0,90,85.81122
8710.0,90,86.17787
8270.0,90,86.596412
8710.0,90,86.971032
8380.0,90,87.289064
8530.0,90,87.626477
9535.0,90,88.084683
10070.0,90,88.463392
8600.0,90,88.835792
10650.0,90,89.233992
9380.0,90,89.563321
9260.0,90,89.924694
8870.0,90,90.309386
8880.0,90,91.009094
8875.0,90,91.368577
8980.0,90,91.749388
8650.0,90,92.076804
10765.0,90,92.425075
9030.0,90,92.836036
8355.0,90,93.205549
8365.0,90,93.666775
9350.0,90,94.090772
8550.0,90,94.42435
7620.0,90,94.855768
9590.0,90,95.329856
9110.0,90,95.720314
9810.0,90,96.077581
8100.0,90,96.429075
8090.0,90,96.793716
7480.0,90,97.163777
8940.0,90,97.548237
6960.0,90,97.877768
9250.0,90,98.232751
8450.0,90,98.577829
9660.0,90,98.999297
9640.0,90,99.495064
9740.0,90,99.895911
8510.0,90,100.27273
8840.0,90,100.61053
8550.0,90,101.002011
9230.0,90,101.346172
8950.0,90,101.703296
7820.0,90,102.078289
7190.0,90,102.437047
8580.0,90,102.764767
8580.0,90,103.083027
9205.0,90,103.491523
9030.0,90,103.845287
9360.0,90,104.181649
6360.0,90,104.632243
9035.0,90,105.053398
8860.0,90,105.463034
9950.0,90,105.922903
9180.0,90,106.33762
9630.0,90,106.767311
10190.0,90,107.136515
7820.0,90,107.475892
8720.0,90,107.861684
8110.0,90,108.229624
8815.0,90,108.561622
8110.0,90,108.911859
7600.0,90,109.257415
7300.0,77,109.531075
9190.0,90,109.934659
8385.0,90,110.379422
10115.0,90,110.74713
9610.0,90,111.083959
5745.0,73,111.370186
9115.0,90,111.738277
10430.0,90,112.455968
8980.0,90,112.831423
7965.0,79,113.134227
7845.0,86,113.466491
9910.0,90,113.841264
8970.0,90,114.245439
5530.0,73,114.542643
7805.0,86,114.905151
10050.0,90,115.265854
6000.0,69,115.57846
10230.0,90,115.987774
8455.0,88,116.403797
10410.0,90,116.796934
9945.0,90,117.166597
7200.0,73,117.484458
8020.0,80,117.763345
6850.0,73,118.075951
8145.0,86,118.441134
9135.0,90,118.833531
8050.0,90,119.289281
8040.0,90,119.659691
10580.0,90,120.032443
7920.0,79,120.4049
8810.0,90,120.758046
6670.0,90,121.221182
9820.0,90,121.610897
9020.0,90,121.981042
8470.0,90,122.349387
7900.0,90,122.702747
9750.0,90,123.078697
8300.0,90,123.479579
10310.0,90,123.83689
5480.0,69,124.121698
9630.0,90,124.4906
9380.0,90,124.847163
8320.0,90,125.197236
8420.0,90,125.594972
7460.0,90,125.941655
6740.0,90,126.299657
7620.0,90,126.700818
9580.0,90,127.179742
9710.0,90,127.542884
7710.0,90,127.913889
8610.0,90,128.284576
8175.0,90,128.629667
9150.0,90,128.968782
9580.0,90,129.374549
7950.0,90,129.718759
8680.0,90,130.07768
8490.0,90,130.463191
8790.0,90,130.815439
9700.0,90,131.189647
9300.0,90,131.579633
9770.0,90,131.956081
8390.0,90,132.425444
10460.0,90,132.907949
9740.0,90,133.263157
8960.0,90,134.070955
9430.0,90,134.429831
8680.0,90,134.768244
10900.0,90,135.13737
9650.0,90,135.50995
8730.0,90,135.905306
8180.0,90,136.286735
9005.0,90,136.635785
9370.0,90,136.984896
7190.0,81,137.299114
8990.0,90,137.739853
6810.0,83,138.150144
8630.0,90,138.575317
10540.0,90,138.929289
10340.0,90,139.279609
9270.0,90,139.649142
8305.0,88,140.012241
10710.0,90,140.428579
10290.0,90,140.779993
9400.0,90,141.150615
9870.0,90,141.513037
8630.0,90,141.876626
9260.0,90,142.260227
9670.0,90,142.645005
10460.0,90,143.002741
