#{"t_start": 1763546834.4769106, "env_id": "HealthcareEnv-v0"}
r,l,t
10.0,90,0.155696
-380.0,90,0.209913
-1405.0,89,0.254574
2655.0,90,0.301048
-750.0,90,0.371564
1925.0,90,0.400969
-2625.0,88,0.437629
1380.0,90,0.486278
780.0,90,0.552814
-70.0,90,0.58848
390.0,90,0.614002
1485.0,87,0.938906
2595.0,90,1.27328
-920.0,90,1.60028
4050.0,90,1.83501
5645.0,90,2.137761
6295.0,90,2.448404
6005.0,90,2.765497
6640.0,90,3.023439
6230.0,90,3.29585
5605.0,90,3.57326
7915.0,90,3.890318
4760.0,90,4.196898
6940.0,90,4.528148
5190.0,90,4.848508
6265.0,90,5.150556
6225.0,90,5.454401
4995.0,90,5.713182
6755.0,90,6.006503
3985.0,90,6.407876
2655.0,90,6.716966
6380.0,90,7.02555
6880.0,90,7.341581
6530.0,90,7.630237
3715.0,90,7.929982
6240.0,90,8.238197
7265.0,90,8.574662
5885.0,90,8.843186
5210.0,90,9.154204
5775.0,90,9.487039
6190.0,90,9.839606
6405.0,90,10.161166
5575.0,90,10.479749
6180.0,90,10.828384
2980.0,90,11.200654
5780.0,90,11.565627
5650.0,90,11.927777
2415.0,90,12.299485
7145.0,90,12.670619
5660.0,90,13.04486
6515.0,90,13.391958
4705.0,90,13.757581
6895.0,90,14.114173
7265.0,90,14.461469
4580.0,90,14.806072
4940.0,90,15.824578
4720.0,90,16.208136
3895.0,90,16.587272
5115.0,90,16.887658
4700.0,90,17.251092
6475.0,90,17.681242
5920.0,90,18.042766
5870.0,90,18.404553
5940.0,90,18.767937
6780.0,90,19.151551
6470.0,90,19.52152
6180.0,90,19.904315
3250.0,90,20.289426
5875.0,90,20.635873
3680.0,90,20.979639
5060.0,90,21.267299
5110.0,90,21.623018
4630.0,90,22.005811
6535.0,90,22.396054
3215.0,90,22.783877
5555.0,90,23.177262
6690.0,90,23.586011
5120.0,90,23.946613
7420.0,90,24.299212
2350.0,90,24.66805
5510.0,90,25.049767
6230.0,90,25.39489
2995.0,90,25.719456
2810.0,90,26.097085
4760.0,90,26.479976
5960.0,90,26.851084
6070.0,90,27.213392
4250.0,90,27.490057
3880.0,90,27.87165
3680.0,90,28.265599
4790.0,90,28.654017
5515.0,90,28.952417
6670.0,90,29.309164
5505.0,90,29.661154
5295.0,90,30.026188
5985.0,90,30.304819
6510.0,90,30.692583
5225.0,90,31.032215
4695.0,90,31.403158
4880.0,90,31.771338
4175.0,90,32.184912
4735.0,64,32.444759
3855.0,90,32.784283
7040.0,90,33.112591
5360.0,90,33.492984
5440.0,90,33.890326
2615.0,90,34.275175
5490.0,90,34.618192
5000.0,90,34.989638
8165.0,90,35.335945
4325.0,90,35.696811
3710.0,90,36.751533
5030.0,89,37.117871
8370.0,90,37.480717
4080.0,90,37.852724
5215.0,90,38.195424
6565.0,90,38.616634
6035.0,90,38.980372
7755.0,90,39.40043
5940.0,90,39.854008
6160.0,90,40.27381
6125.0,90,40.62946
2075.0,90,41.020574
3260.0,90,41.387784
6355.0,90,41.734033
5615.0,90,42.072873
3930.0,59,42.311067
3315.0,63,42.58364
6885.0,90,42.950738
6000.0,90,43.303767
3880.0,90,43.649351
5890.0,90,44.027994
6640.0,90,44.39052
4430.0,90,44.79988
4465.0,90,45.197737
3520.0,82,45.512512
6385.0,90,45.904212
2475.0,81,46.229527
5120.0,90,46.606508
6465.0,90,46.960358
3560.0,90,47.363095
4740.0,90,47.661921
6830.0,90,48.020985
3545.0,90,48.372887
5205.0,90,48.74613
5595.0,90,49.051462
5165.0,80,49.377083
2885.0,84,49.693869
5280.0,90,50.110615
3240.0,90,50.544374
3510.0,90,50.905737
2005.0,61,51.14019
1685.0,65,51.417679
5200.0,90,51.789669
5690.0,90,52.151471
4245.0,90,52.508472
6795.0,90,52.821552
5195.0,82,53.17135
5710.0,90,53.435927
7525.0,90,53.731596
3710.0,82,54.053981
9205.0,90,54.397932
6745.0,90,54.754304
5360.0,90,55.12373
4100.0,73,55.413031
7065.0,90,55.685794
4945.0,79,56.077825
7900.0,90,56.455837
6200.0,90,56.807646
4400.0,90,57.610402
1670.0,90,57.872847
5040.0,74,58.132156
-975.0,76,58.466298
3075.0,90,58.844403
6985.0,90,59.193609
3385.0,73,59.471221
5535.0,90,59.795074
5915.0,90,60.156286
3990.0,90,60.494395
4125.0,70,60.693134
4535.0,90,61.095916
7030.0,90,61.469859
5600.0,90,61.852273
4160.0,70,62.145289
3105.0,90,62.474636
5415.0,87,62.812986
5410.0,90,63.132265
5215.0,90,63.463733
3465.0,59,63.680662
5175.0,90,63.976278
4790.0,90,64.261872
80.0,55,64.464765
1265.0,56,64.676948
5470.0,90,64.993775
5175.0,90,65.316132
-1970.0,41,65.451283
3590.0,90,65.791568
3100.0,68,65.995312
4650.0,90,66.273049
2940.0,71,66.505807
-3450.0,48,66.701923
3900.0,90,67.058197
3400.0,72,67.367594
-1620.0,90,67.673241
2625.0,72,67.958661
2975.0,90,68.28251
5425.0,90,68.600483
3675.0,87,68.887615
3090.0,70,69.124115
3120.0,55,69.326333
3870.0,90,69.651485
4720.0,90,69.924779
4980.0,90,70.238624
4700.0,90,70.54328
1335.0,83,70.825047
-4275.0,31,70.922251
2945.0,90,71.220619
780.0,90,71.499643
2710.0,68,71.734912
3160.0,90,72.028856
4795.0,90,72.319078
2335.0,69,72.600346
2720.0,60,72.933673
4725.0,77,73.20174
-795.0,90,73.523651
3220.0,80,73.762915
3320.0,66,74.000497
7710.0,90,74.258055
5075.0,90,74.528919
3750.0,90,74.792702
3850.0,80,75.02349
6685.0,90,75.650996
3145.0,56,75.832276
3170.0,81,76.056948
-490.0,90,76.36947
3140.0,90,76.650172
2440.0,90,76.974201
3020.0,90,77.3169
995.0,90,77.634717
4860.0,90,77.916606
4750.0,85,78.237449
2480.0,65,78.520447
4710.0,90,78.873269
3895.0,90,79.155555
5130.0,82,79.448059
6830.0,90,79.722989
6825.0,90,80.037294
4180.0,90,80.330585
5065.0,90,80.652605
4090.0,90,80.955631
2030.0,75,81.211298
-3005.0,40,81.35403
1525.0,90,81.664834
5940.0,90,81.967204
4035.0,90,82.296229
5465.0,74,82.565974
5000.0,90,82.868106
2740.0,56,83.055563
4735.0,90,83.350022
4365.0,90,83.647009
4370.0,90,83.982075
3215.0,90,84.272682
2895.0,90,84.511307
4510.0,88,84.812143
2620.0,70,85.037962
3755.0,90,85.273108
5285.0,90,85.538029
5385.0,90,85.810671
5020.0,90,86.06563
2425.0,58,86.233886
3340.0,90,86.481109
4215.0,71,86.687896
3340.0,83,86.90384
3245.0,62,87.096467
4400.0,90,87.344062
4670.0,90,87.602881
3860.0,90,87.829577
3405.0,90,88.089429
2295.0,57,88.281066
4510.0,70,88.452985
3495.0,90,88.702006
4355.0,83,88.948127
3555.0,83,89.125979
3375.0,84,89.345838
3895.0,90,89.621182
4500.0,75,89.82997
3290.0,72,90.041645
1000.0,67,90.240148
640.0,90,90.540359
5830.0,90,90.783021
6390.0,90,91.009453
3240.0,90,91.556509
3450.0,81,91.891099
4395.0,90,92.103777
7495.0,89,92.361517
5225.0,90,92.604243
4770.0,76,92.87131
4405.0,82,93.163235
4145.0,90,93.428245
3575.0,75,93.644658
5555.0,90,93.891997
2120.0,53,94.089479
-505.0,78,94.295102
2585.0,62,94.471775
2800.0,90,94.741528
1220.0,90,94.972167
4550.0,84,95.212672
4355.0,90,95.530091
5970.0,90,95.795376
3700.0,90,96.043267
4535.0,90,96.309327
5530.0,90,96.642831
4705.0,66,96.881575
2260.0,53,97.03173
3355.0,64,97.216396
1835.0,90,97.455906
-3260.0,90,97.793895
4765.0,89,98.050189
-1290.0,49,98.201206
-2160.0,46,98.330653
-1225.0,51,98.500826
3590.0,79,98.75439
5295.0,90,99.064305
600.0,90,99.317885
5765.0,89,99.616938
3610.0,66,99.818433
2465.0,57,100.005259
1330.0,48,100.140423
2520.0,54,100.355104
5590.0,90,100.618112
6275.0,90,100.902546
4595.0,83,101.166499
3835.0,62,101.357806
4330.0,90,101.628906
3840.0,74,101.868708
4505.0,90,102.130044
5775.0,90,102.421211
5180.0,89,102.662699
5010.0,90,102.887465
4210.0,90,103.123512
-820.0,90,103.377273
4730.0,90,103.655892
4490.0,90,103.875798
4670.0,90,104.121103
1755.0,75,104.347183
3720.0,89,104.570972
1195.0,53,104.751762
2390.0,90,104.993862
3830.0,76,105.230143
1435.0,90,105.459891
-1855.0,90,105.689708
5510.0,90,105.962437
4360.0,86,106.205863
3080.0,56,106.371124
2505.0,59,106.816865
4555.0,84,107.049964
4535.0,90,107.315842
3485.0,68,107.47646
4560.0,90,107.721278
3935.0,90,107.945391
3000.0,77,108.200174
6065.0,90,108.453418
4160.0,87,108.6707
2875.0,62,108.836806
2690.0,54,109.008433
4555.0,90,109.243914
3620.0,90,109.548934
5410.0,90,109.796732
4840.0,90,110.038216
4340.0,62,110.188098
4035.0,90,110.435457
3610.0,90,110.680286
5845.0,90,110.944358
4975.0,90,111.154791
-1350.0,90,111.396142
1630.0,68,111.572427
4300.0,90,111.852139
4300.0,90,112.122334
5330.0,90,112.320187
175.0,90,112.571595
3850.0,86,112.829632
2965.0,72,113.033121
3850.0,72,113.216915
3045.0,65,113.396594
3030.0,90,113.637712
745.0,90,113.873593
3320.0,90,114.128257
3450.0,66,114.302991
4740.0,90,114.530555
4385.0,90,114.752673
2560.0,57,114.903819
2640.0,53,115.060326
7555.0,90,115.360745
4110.0,81,115.581601
7630.0,90,115.789757
6025.0,80,116.010381
2900.0,78,116.220998
5050.0,82,116.478032
5745.0,90,116.706811
6065.0,90,116.951081
2440.0,59,117.127816
5070.0,80,117.352686
7300.0,90,117.628745
5310.0,89,117.877792
2045.0,90,118.121948
4300.0,90,118.364173
3825.0,74,118.57652
275.0,59,118.801638
4475.0,90,119.064471
1270.0,90,119.280608
1635.0,90,119.521183
4185.0,90,119.731905
4770.0,90,120.012011
4715.0,75,120.204443
3050.0,56,120.357127
4395.0,90,120.901111
5210.0,90,121.275944
5765.0,90,121.571354
5765.0,90,121.779438
5180.0,81,122.022679
5935.0,90,122.324508
3495.0,79,122.541085
3820.0,78,122.744394
3200.0,75,122.955781
2920.0,61,123.154355
4860.0,90,123.394308
4540.0,90,123.628828
2960.0,56,123.812511
4175.0,90,124.089837
3090.0,65,124.271455
4990.0,90,124.522012
4260.0,75,124.754884
4840.0,90,125.057403
2590.0,90,125.277431
2500.0,70,125.441794
3060.0,79,125.66928
5625.0,90,125.958778
1680.0,55,126.09748
6385.0,90,126.330055
4880.0,90,126.616316
3815.0,90,126.865635
3700.0,90,127.133628
1930.0,85,127.349089
4595.0,85,127.567286
4430.0,85,127.837356
3900.0,59,128.02794
5440.0,90,128.272067
2340.0,53,128.405359
2635.0,77,128.623082
1825.0,54,128.776797
2810.0,89,129.021694
3520.0,60,129.192295
4480.0,90,129.483094
5515.0,76,129.693415
2525.0,58,129.858018
3660.0,90,130.146809
2485.0,57,130.32189
2715.0,55,130.515327
2665.0,70,130.704318
1890.0,59,130.854039
5540.0,69,131.058028
3505.0,90,131.288388
6350.0,90,131.522758
4990.0,90,131.80037
5210.0,90,132.061302
4290.0,79,132.285659
5000.0,90,132.516828
4290.0,76,132.739861
6110.0,90,132.988157
3600.0,78,133.191348
4095.0,90,133.42156
4830.0,69,133.594905
4850.0,90,133.863985
4535.0,90,134.136463
3165.0,59,134.304952
2975.0,62,134.44885
5985.0,89,134.708022
2210.0,53,134.855642
-490.0,50,134.997063
-3750.0,46,135.146515
1165.0,55,135.630781
3255.0,67,135.871152
6560.0,85,136.134661
3535.0,83,136.365752
1145.0,55,136.561355
6305.0,90,136.778758
4775.0,60,136.940165
2065.0,56,137.089404
2610.0,71,137.288198
3470.0,90,137.543163
1950.0,53,137.703976
2875.0,69,137.861386
-1745.0,45,138.011188
2695.0,77,138.20399
2540.0,55,138.360036
4880.0,90,138.615918
3640.0,77,138.843893
2460.0,66,139.024465
2995.0,56,139.178717
4515.0,90,139.409334
2690.0,67,139.571001
1475.0,54,139.732601
3265.0,60,139.914999
2175.0,60,140.066849
6230.0,90,140.311809
6300.0,90,140.525469
4680.0,90,140.764219
6950.0,90,141.021531
6475.0,90,141.295796
-2290.0,70,141.49199
6140.0,90,141.721799
4820.0,90,141.945329
5865.0,90,142.223379
5430.0,84,142.445827
-3070.0,45,142.573528
300.0,52,142.703111
2690.0,58,142.898496
2095.0,70,143.067274
550.0,50,143.217212
3930.0,74,143.442943
4015.0,90,143.707426
3975.0,90,143.93197
4835.0,90,144.195387
7535.0,90,144.458951
4310.0,90,144.821382
6000.0,90,145.161174
7020.0,87,145.395273
3385.0,66,145.606076
3670.0,82,145.86242
5605.0,90,146.076204
6335.0,90,146.273254
3410.0,85,146.494652
1935.0,54,146.64712
2430.0,90,146.894843
4760.0,67,147.055815
4095.0,90,147.315122
7980.0,90,147.575996
4580.0,90,147.797102
2955.0,90,148.04747
4270.0,70,148.231844
3945.0,61,148.408759
2280.0,57,148.570425
2680.0,82,148.767284
7145.0,90,149.002517
5120.0,90,149.29266
5765.0,66,149.461295
3410.0,90,149.973967
7210.0,90,150.181992
4480.0,80,150.46149
5170.0,65,150.626216
7410.0,90,150.855431
3295.0,57,151.017198
80.0,52,151.165957
1850.0,90,151.438558
5375.0,90,151.689304
5290.0,79,151.928483
4255.0,90,152.178535
2780.0,83,152.402226
1795.0,57,152.6311
4185.0,62,152.834632
6440.0,90,153.079481
6580.0,90,153.321812
3195.0,55,153.488374
1225.0,61,153.636879
3170.0,62,153.858685
2085.0,83,154.101492
5030.0,75,154.27603
3695.0,78,154.482703
6595.0,90,154.737654
4300.0,84,154.948083
7250.0,90,155.208873
3265.0,71,155.397103
7050.0,90,155.629385
2270.0,90,155.878966
5280.0,64,156.060269
3470.0,57,156.249685
7165.0,90,156.499376
5660.0,90,156.716345
6110.0,68,156.888399
5105.0,63,157.094244
1145.0,48,157.256076
2825.0,90,157.551459
4605.0,90,157.848528
3280.0,65,158.082952
3325.0,55,158.295301
2490.0,90,158.620468
4445.0,70,158.819196
4740.0,73,159.036097
3885.0,90,159.30618
8230.0,90,159.549228
4625.0,90,159.810249
6225.0,90,160.030777
3650.0,79,160.263819
6765.0,90,160.489652
-2875.0,65,160.676983
