#{"t_start": 1763546678.2642467, "env_id": "HealthcareEnv-v0"}
r,l,t
2405.0,90,0.036841
-1180.0,90,0.055653
1940.0,90,0.07763
2110.0,90,0.091389
810.0,90,0.108258
1610.0,90,0.117512
-150.0,90,0.166599
2165.0,90,0.185328
675.0,90,0.205071
3940.0,90,0.221598
1610.0,90,0.238936
-60.0,90,0.346449
-1650.0,90,0.586035
3560.0,90,0.776348
4030.0,90,0.983297
3680.0,90,1.175227
3815.0,90,1.384482
5300.0,90,1.56063
4200.0,90,1.813958
6655.0,90,2.025921
3735.0,90,2.243396
5715.0,90,2.457685
4015.0,90,2.685677
6045.0,90,2.918914
5420.0,90,3.158633
5635.0,90,3.376237
6995.0,90,3.598152
6415.0,90,3.857124
7090.0,90,4.159189
2020.0,90,4.390163
3990.0,90,4.621845
2940.0,90,4.849241
3815.0,90,5.110458
6535.0,90,5.361642
6180.0,90,5.596625
9150.0,90,5.806349
6385.0,90,6.090073
5390.0,90,6.316306
5490.0,90,6.574347
5600.0,90,6.808877
7725.0,90,7.051989
7800.0,90,7.283828
7160.0,90,7.518891
5315.0,90,7.781253
8005.0,90,8.065907
4890.0,90,8.315086
5465.0,90,8.59023
4385.0,90,8.87607
5055.0,90,9.16198
5085.0,90,9.415851
5815.0,90,9.668862
4165.0,90,9.930835
6615.0,90,10.196101
6430.0,90,10.445851
5570.0,90,10.690615
7660.0,90,11.288277
4355.0,90,11.556994
6235.0,90,11.816896
6690.0,90,12.06928
5635.0,90,12.371068
6640.0,90,12.681794
7030.0,90,13.041574
4280.0,90,13.405286
4480.0,90,13.728077
5565.0,90,14.091277
5080.0,90,14.400157
4115.0,90,14.701566
3065.0,90,15.008508
4980.0,90,15.29401
6230.0,90,15.570752
4775.0,90,15.901881
5730.0,90,16.169754
6880.0,90,16.487845
3035.0,90,16.757737
4125.0,90,17.039071
1915.0,90,17.282282
4040.0,90,17.55196
1705.0,90,17.795356
7515.0,90,18.097772
2755.0,90,18.436636
6630.0,90,18.707987
7125.0,90,18.966756
3720.0,90,19.23948
5020.0,90,19.500979
6090.0,90,19.768013
2955.0,90,19.994741
5560.0,90,20.232158
2735.0,90,20.508255
3010.0,75,20.730073
6855.0,90,20.98202
5375.0,90,21.204531
5930.0,90,21.438173
8630.0,90,21.733787
6685.0,90,21.983677
3825.0,90,22.230817
5935.0,90,22.464134
7045.0,90,22.788432
5670.0,90,23.091964
2450.0,90,23.333756
2310.0,90,23.623931
2765.0,90,24.004409
2375.0,90,24.275521
5060.0,90,24.520855
4030.0,64,24.695292
2445.0,63,24.8998
4635.0,90,25.2138
6165.0,90,25.538174
4515.0,90,25.84079
5785.0,90,26.137076
7720.0,90,26.416765
2030.0,90,26.711679
3210.0,90,27.321678
5120.0,90,27.554617
3075.0,90,27.821032
4860.0,90,28.090416
6685.0,90,28.336864
5005.0,90,28.630351
6260.0,90,28.90273
4075.0,90,29.159021
5750.0,90,29.457517
4315.0,90,29.759331
8105.0,90,30.061877
5090.0,90,30.328371
7170.0,90,30.578352
6105.0,90,30.858129
5135.0,90,31.117806
5465.0,90,31.363239
5100.0,90,31.607794
2755.0,90,31.884513
6980.0,90,32.177112
4680.0,90,32.442258
4735.0,90,32.684021
5635.0,90,32.926286
7770.0,90,33.161596
2775.0,90,33.430925
4965.0,90,33.663358
4920.0,90,33.90274
6515.0,90,34.142218
3330.0,90,34.385075
2760.0,90,34.70394
5465.0,90,35.045645
3280.0,90,35.297673
5890.0,90,35.557596
7840.0,90,35.823505
7235.0,90,36.104364
5270.0,90,36.338361
4875.0,90,36.56663
1725.0,90,36.831166
7350.0,90,37.096425
7440.0,90,37.312458
5095.0,90,37.551865
8475.0,90,37.790006
4210.0,90,38.083744
5900.0,90,38.333987
7310.0,90,38.666947
3800.0,90,38.92419
5930.0,90,39.219684
5140.0,90,39.474162
4320.0,90,39.728255
3100.0,90,39.972684
4600.0,90,40.312188
6535.0,90,40.648119
6740.0,90,40.928004
4825.0,90,41.177829
5165.0,90,41.444319
4160.0,90,41.722847
3975.0,90,41.963331
6150.0,90,42.472246
2525.0,90,42.778312
7665.0,90,43.021236
5145.0,90,43.290397
5570.0,90,43.52401
3905.0,90,43.795889
6315.0,90,44.074169
4770.0,90,44.301574
6995.0,90,44.527967
8260.0,90,44.786173
2980.0,90,45.03389
4860.0,90,45.309419
5245.0,90,45.591212
2850.0,90,45.954636
4620.0,90,46.285068
8370.0,90,46.566684
1280.0,90,46.874004
4125.0,90,47.219257
6610.0,90,47.531729
4415.0,90,47.847205
4590.0,90,48.120999
3740.0,90,48.4169
7400.0,90,48.722186
3935.0,90,49.012086
6260.0,90,49.291201
4695.0,90,49.562747
3410.0,90,49.877588
6390.0,90,50.177843
4250.0,90,50.465356
4370.0,90,50.745927
4720.0,90,51.0388
6805.0,90,51.371714
6740.0,90,51.67715
6300.0,90,51.99374
6770.0,90,52.264588
3675.0,90,52.563095
5160.0,90,52.829318
4600.0,90,53.11865
4780.0,90,53.423361
4940.0,90,53.713666
4825.0,90,54.01531
3705.0,90,54.31511
4545.0,90,54.607898
6110.0,90,54.911678
5735.0,90,55.203251
4860.0,90,55.508628
4520.0,90,55.801774
4715.0,90,56.05587
6835.0,90,56.333288
5085.0,90,56.63867
4130.0,90,57.011983
5750.0,90,57.308316
5435.0,90,57.580048
7255.0,90,57.866574
6660.0,90,58.139952
4215.0,90,58.754566
4750.0,90,59.010306
3750.0,90,59.339526
4620.0,90,59.620626
4975.0,90,59.865288
6450.0,90,60.135652
5340.0,90,60.480147
3265.0,73,60.670579
2950.0,58,60.844466
5890.0,85,61.089
6835.0,90,61.355018
